transcript_id	TPM	marker_guess	stitle
dd_Djap_v4_35178_1_4	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_6	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_6	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_7	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_7	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_8	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_8	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_35178_1_9	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_35178_1_9	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_36325_1_1	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_36325_1_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_36325_2_1	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_36325_2_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_428_1_1	0.000	Piwi	sp|A6N7Y9|PIWL1_CHICK Piwi-like protein 1 OS=Gallus gallus OX=9031 GN=PIWIL1 PE=2 SV=1
dd_Djap_v4_428_2_1	0.000	Piwi	sp|A6N7Y9|PIWL1_CHICK Piwi-like protein 1 OS=Gallus gallus OX=9031 GN=PIWIL1 PE=2 SV=1
dd_Djap_v4_42882_1_1	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_42882_2_1	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_43967_1_1	0.000	Argonaute/Ago	sp|O77503|AGO2_RABIT Protein argonaute-2 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=AGO2 PE=1 SV=2
dd_Djap_v4_44895_1_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_44895_1_1	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_44895_2_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_44895_2_1	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_44895_3_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_44895_3_1	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_4629_2_2	0.000	Argonaute/Ago	sp|O77503|AGO2_RABIT Protein argonaute-2 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=AGO2 PE=1 SV=2
dd_Djap_v4_46561_1_2	0.000	PL10/DDX3	sp|Q62095|DDX3Y_MOUSE ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2
dd_Djap_v4_46561_1_2	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_46737_3_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_46737_3_1	0.000	Piwi	sp|A6N7Y9|PIWL1_CHICK Piwi-like protein 1 OS=Gallus gallus OX=9031 GN=PIWIL1 PE=2 SV=1
dd_Djap_v4_46737_4_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_46737_4_1	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_46737_4_2	0.000	Piwi	sp|Q8CDG1|PIWL2_MOUSE Piwi-like protein 2 OS=Mus musculus OX=10090 GN=Piwil2 PE=1 SV=2
dd_Djap_v4_47829_1_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_47829_1_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_47829_1_2	0.000	PL10/DDX3	sp|Q62095|DDX3Y_MOUSE ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2
dd_Djap_v4_47829_1_2	0.000	Vasa/DDX4	sp|Q5W5U4|DDX4_BOVIN Probable ATP-dependent RNA helicase DDX4 OS=Bos taurus OX=9913 GN=DDX4 PE=2 SV=1
dd_Djap_v4_47829_1_4	0.000	PL10/DDX3	sp|Q62095|DDX3Y_MOUSE ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2
dd_Djap_v4_47829_1_4	0.000	Vasa/DDX4	sp|Q5W5U4|DDX4_BOVIN Probable ATP-dependent RNA helicase DDX4 OS=Bos taurus OX=9913 GN=DDX4 PE=2 SV=1
dd_Djap_v4_47829_1_5	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_47829_1_5	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_47847_8_1	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_47847_8_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_47847_8_2	0.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_47847_8_2	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_47902_1_3	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_47902_1_4	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_47902_1_4	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_50625_1_2	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_57512_1_1	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_58591_1_2	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_59290_1_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_59290_1_1	0.000	Piwi	sp|A6N7Y9|PIWL1_CHICK Piwi-like protein 1 OS=Gallus gallus OX=9031 GN=PIWIL1 PE=2 SV=1
dd_Djap_v4_59290_3_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_59290_3_1	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_59290_3_2	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_59290_3_2	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_60061_1_1	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_60061_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_66213_1_2	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_66213_1_4	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_66213_1_5	0.000	Vasa/DDX4	sp|Q6GWX0|DDX4_PIG Probable ATP-dependent RNA helicase DDX4 OS=Sus scrofa OX=9823 GN=DDX4 PE=2 SV=1
dd_Djap_v4_66213_1_7	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_66736_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_67277_2_2	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_67277_2_2	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_67277_2_4	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_67277_2_4	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_67917_1_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_67917_1_1	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_72894_1_1	0.000	PL10/DDX3	sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3
dd_Djap_v4_72894_1_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_73002_1_1	0.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_73002_1_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_7691_1_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_7691_1_1	0.000	Vasa/DDX4	sp|Q6GWX0|DDX4_PIG Probable ATP-dependent RNA helicase DDX4 OS=Sus scrofa OX=9823 GN=DDX4 PE=2 SV=1
dd_Djap_v4_7691_2_1	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_7691_2_1	0.000	Vasa/DDX4	sp|Q9NQI0|DDX4_HUMAN Probable ATP-dependent RNA helicase DDX4 OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=2
dd_Djap_v4_7715_1_1	0.000	PL10/DDX3	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
dd_Djap_v4_7715_1_1	0.000	Vasa/DDX4	sp|Q61496|DDX4_MOUSE ATP-dependent RNA helicase DDX4 OS=Mus musculus OX=10090 GN=Ddx4 PE=1 SV=2
dd_Djap_v4_80064_1_1	0.000	Piwi	sp|A9ZSZ2|AGO3_BOMMO Piwi-like protein Ago3 OS=Bombyx mori OX=7091 GN=AGO3 PE=1 SV=2
dd_Djap_v4_80064_1_2	0.000	Piwi	sp|A9ZSZ2|AGO3_BOMMO Piwi-like protein Ago3 OS=Bombyx mori OX=7091 GN=AGO3 PE=1 SV=2
dd_Djap_v4_80064_2_1	0.000	Piwi	sp|A9ZSZ2|AGO3_BOMMO Piwi-like protein Ago3 OS=Bombyx mori OX=7091 GN=AGO3 PE=1 SV=2
dd_Djap_v4_83329_1_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_83329_1_1	0.000	Piwi	sp|Q8UVX0|PIWL1_DANRE Piwi-like protein 1 OS=Danio rerio OX=7955 GN=piwil1 PE=1 SV=1
dd_Djap_v4_95012_1_1	0.000	PL10/DDX3	sp|Q5RF43|DDX3Y_PONAB ATP-dependent RNA helicase DDX3Y OS=Pongo abelii OX=9601 GN=DDX3Y PE=2 SV=1
dd_Djap_v4_95012_1_1	0.000	Vasa/DDX4	sp|Q91372|DDX4_XENLA Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis OX=8355 GN=ddx4 PE=2 SV=1
dd_Djap_v4_95406_1_1	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
dd_Djap_v4_97733_1_1	0.000	Argonaute/Ago	sp|Q7PLK0|AGO3_DROME Protein argonaute-3 OS=Drosophila melanogaster OX=7227 GN=AGO3 PE=1 SV=3
dd_Djap_v4_97733_1_1	0.000	Piwi	sp|Q8CDG1|PIWL2_MOUSE Piwi-like protein 2 OS=Mus musculus OX=10090 GN=Piwil2 PE=1 SV=2
dd_Djap_v4_99371_1_2	0.000	PL10/DDX3	sp|P16381|DDX3L_MOUSE Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus OX=10090 GN=D1Pas1 PE=1 SV=1
dd_Djap_v4_99371_1_2	0.000	Vasa/DDX4	sp|Q3MSQ8|DDX4_PELLE Probable ATP-dependent RNA helicase DDX4 OS=Pelophylax lessonae OX=45623 GN=ddx4 PE=2 SV=1
